left_company_id,left_name,left_registered_name,left_credit_code,left_website,left_legal_representative,left_address,left_industry,left_description,right_company_id,right_name,right_registered_name,right_credit_code,right_website,right_legal_representative,right_address,right_industry,right_description,system_similarity,system_prediction,human_label,human_notes
COMP-121488fbf692,中科晟达互联智能科技,深圳市中科晟达互联智能科技有限公司,,http://www.zk-cenda.com/,蔡巧干,深圳市龙岗区坂田街道马安堂社区永香路东28号华晖瑞禧家园2栋322,生产制造,中科晟达位于珠三角粤港澳大湾区的腹地深圳，具有科技创新和产业集聚优势。自2012年引进海外创新团队，开发了以注塑机控制器、模内传感器、模塑集成系统为主的高科技产品。随后又依托群达集团在模塑行业近三十年的行业领先技术基础上，开发了模塑工业互联网MES系统。现已成熟应用于注塑工厂的工业互联智能场景中，在东莞德丰、厦门建霖、重庆正泽、顺鑫、平伟、深圳福群、比亚迪、富士康、成都航天模塑等100多家企业应用并取得显著效果，特别是在提质增效、降耗减人方面产生重大经济效益。,COMP-b3873686de5b,中科智高科技,深圳市中科智高科技有限公司,,http://www.zkzgao.com/,邱路生,深圳市龙华区观澜街道桂花社区观光路1144号D栋307,物联网,深圳市中科智高科技有限公司是一家专注于人工智能、物联网、安防智能化方案设计及咨询于一体的解决方案提供商。公司初创于2009年，经历了数十年的安防技术沉淀积累。随着人工智能、物联网、云计算、大数据的突飞猛进，中科智高于2019年全新启航，开启智慧互联新纪元。,0.6250,not_duplicate,,
COMP-e69bf7309ee3,中科未来世界科技（深圳）,中科未来世界科技（深圳）有限公司,,,焦文崭,深圳市福田区沙头街道天安社区泰然五路12号天安数码城天祥大厦十三层13A21,企业服务,中科未来世界科技（深圳）有限公司主要经营：软件开发；教育咨询服务；智能机器人销售；智能机器人的研发；电子产品销售；计算机软硬件及辅助设备批发；计算机软硬件及辅助设备零售；通讯设备销售；广告设计、代理；广告发布；广告制作。,COMP-30cb9de309d4,云芯未来科技（深圳）,云芯未来科技（深圳）有限公司,,,刘云辉,深圳市福田区福保街道福保社区桃花路6号 腾飞工业大厦A栋3层311-28,人工智能,云芯机器人有限公司成立于2023年，是一家专注于机器人研发及应用的高科技公司。公司拥有强大的技术研发团队，汇集了多位来自于港大、港中大、哈工大、电子科大、华科、CMU、QUT等一流高校的高层次精英人才，大部分来自于RoboCon、RoboMaster、FRC等机器人大赛的冠军队伍。基于自主研发的机器人核心部件及机器人识别定位导航算法，公司产品应用于割草、除雪、扫落叶等室内外场景，为人们提供更智能、更便利、更安全的美好生活。,0.7273,not_duplicate,,
COMP-da986645d819,中科琉光（深圳）科技发展,中科琉光（深圳）科技发展有限公司,,,闵于行,深圳市南山区粤海街道海珠社区海德三道199号 天利中央商务广场703A13,人工智能,中科琉光成立于2023年，是一家为企业人工智能转型与升级提供全案服务的公司，可提供一站式AI技术方案和支持，涵盖AI技能培训、AI软件系统开发及私有化AI模型部署等服务。中科琉光总部位于深圳，目前已在北京、上海、山东、江苏、福建、江西等15个省市成立了17家分公司。,COMP-75b4a6d0fe55,中舟（深圳）健康科技,中舟（深圳）健康科技有限公司,,http://www.zhongzhoukeji.com.cn,陈京萍,深圳市南山区粤海街道高新区社区沙河西路1819号深圳湾科技生态园7栋B210,企业服务,中舟健康主要从事互联网医疗健康咨询服务和药品销售。智能药柜+健康商城+互联网医院，便捷购药，小病不用跑医院。,0.6364,not_duplicate,,
COMP-584715bccdd7,丹芯半导体科技（深圳）,丹芯半导体科技（深圳）有限公司,,,涂玲,深圳市南山区南头街道南联社区北环大道11008号豪方天际花园6栋一单元18A,生产制造,丹芯半导体是一家半导体产品生产研发商，半导体器件专用设备销售；半导体照明器件销售；半导体分立器件销售；集成电路芯片及产品销售；集成电路芯片设计及服务等。,COMP-8e8163f07c4a,乐牧科技（深圳）,乐牧科技（深圳）有限公司,,http://lemutechnology.com/,赵舒泽,深圳市前海深港合作区南山街道前湾一路35号青年梦工场6号楼206,人工智能,乐牧科技（深圳）有限公司成立于2020年，公司是一家技术驱动的牧场数字化科技公司。创始团队在物联网、人工智能与区块链领域有多年的开发经验，并在畜牧行业有丰富的资源与积累，我们看好未来畜牧行业数字化的发展。,0.6316,not_duplicate,,
COMP-584715bccdd7,丹芯半导体科技（深圳）,丹芯半导体科技（深圳）有限公司,,,涂玲,深圳市南山区南头街道南联社区北环大道11008号豪方天际花园6栋一单元18A,生产制造,丹芯半导体是一家半导体产品生产研发商，半导体器件专用设备销售；半导体照明器件销售；半导体分立器件销售；集成电路芯片及产品销售；集成电路芯片设计及服务等。,COMP-30cb9de309d4,云芯未来科技（深圳）,云芯未来科技（深圳）有限公司,,,刘云辉,深圳市福田区福保街道福保社区桃花路6号 腾飞工业大厦A栋3层311-28,人工智能,云芯机器人有限公司成立于2023年，是一家专注于机器人研发及应用的高科技公司。公司拥有强大的技术研发团队，汇集了多位来自于港大、港中大、哈工大、电子科大、华科、CMU、QUT等一流高校的高层次精英人才，大部分来自于RoboCon、RoboMaster、FRC等机器人大赛的冠军队伍。基于自主研发的机器人核心部件及机器人识别定位导航算法，公司产品应用于割草、除雪、扫落叶等室内外场景，为人们提供更智能、更便利、更安全的美好生活。,0.6667,not_duplicate,,
COMP-584715bccdd7,丹芯半导体科技（深圳）,丹芯半导体科技（深圳）有限公司,,,涂玲,深圳市南山区南头街道南联社区北环大道11008号豪方天际花园6栋一单元18A,生产制造,丹芯半导体是一家半导体产品生产研发商，半导体器件专用设备销售；半导体照明器件销售；半导体分立器件销售；集成电路芯片及产品销售；集成电路芯片设计及服务等。,COMP-46240f3defcc,交浦科技（深圳）,交浦科技（深圳）有限公司,,http://www.elonxi.cn/,赵昱卿,深圳市福田区福保街道福保社区深圳福田保税区桃花路东侧福保物流大厦一层B11,医疗健康,交浦科技集技术研发、方案设计和产品销售于一体，致力于研发高性能人机交互产品，为客户提供智慧型教育和科研解决方案，以硬件为辅助，以软件为平台，以体验为核心，全面提升客户的教学体验和科研能力。公司多项技术为行业首创，其核心技术达到国际领先水平，有望解决脑卒中、自闭症等重大脑疾病诊疗与康复设备卡脖子问题，具有重大市场效益与民生价值。,0.6316,not_duplicate,,
COMP-584715bccdd7,丹芯半导体科技（深圳）,丹芯半导体科技（深圳）有限公司,,,涂玲,深圳市南山区南头街道南联社区北环大道11008号豪方天际花园6栋一单元18A,生产制造,丹芯半导体是一家半导体产品生产研发商，半导体器件专用设备销售；半导体照明器件销售；半导体分立器件销售；集成电路芯片及产品销售；集成电路芯片设计及服务等。,COMP-4bafaaf10732,仿脑科技（深圳）,仿脑科技（深圳）有限公司,,https://www.xn--foq688bv5qdug.net/,王冠霖,深圳市福田区华强北街道福强社区深南中路2070号中电广场大厦6层D6F19,大数据,仿脑科技（深圳）有限公司，是一个专注于中文AI语言处理、中文自然语言理解和中文人工智能底层技术研发的科技公司。仿脑科技的核心科技是中文AI语言（概念码），是机器理解人类语音语义的核心底层技术，它能将数字语音归纳串连，并形成听懂人类语言的AI语言，让机器具备人类语言语义理解能力。该技术已于2020年9月获得了美国发明专利，是中国人拥有自主知识产权的AI底层核心技术。在人机交互、语义识别、 AI机器人电商、在线教育、智慧物联网等领域有广泛的应用。,0.6316,not_duplicate,,
COMP-584715bccdd7,丹芯半导体科技（深圳）,丹芯半导体科技（深圳）有限公司,,,涂玲,深圳市南山区南头街道南联社区北环大道11008号豪方天际花园6栋一单元18A,生产制造,丹芯半导体是一家半导体产品生产研发商，半导体器件专用设备销售；半导体照明器件销售；半导体分立器件销售；集成电路芯片及产品销售；集成电路芯片设计及服务等。,COMP-141fef1be836,伏羲半导体（深圳）,伏羲半导体（深圳）有限公司,,http://www.fuxisemi.com/,钟阳,深圳市龙华区民治街道北站社区华侨城创想大厦2栋701、710,先进制造,伏羲半导体（深圳）有限公司成立于2023年1月6日，企业注册地址位于深圳市龙华区。公司主要从事国产化服务器计算机管理芯片的研发与销售工作。主要面向服务信创市场客户，产品可应用于服务器、云游戏、元宇宙、医疗设备、人工智能、高端路由器等细分领域。,0.7000,not_duplicate,,
COMP-8e8163f07c4a,乐牧科技（深圳）,乐牧科技（深圳）有限公司,,http://lemutechnology.com/,赵舒泽,深圳市前海深港合作区南山街道前湾一路35号青年梦工场6号楼206,人工智能,乐牧科技（深圳）有限公司成立于2020年，公司是一家技术驱动的牧场数字化科技公司。创始团队在物联网、人工智能与区块链领域有多年的开发经验，并在畜牧行业有丰富的资源与积累，我们看好未来畜牧行业数字化的发展。,COMP-30cb9de309d4,云芯未来科技（深圳）,云芯未来科技（深圳）有限公司,,,刘云辉,深圳市福田区福保街道福保社区桃花路6号 腾飞工业大厦A栋3层311-28,人工智能,云芯机器人有限公司成立于2023年，是一家专注于机器人研发及应用的高科技公司。公司拥有强大的技术研发团队，汇集了多位来自于港大、港中大、哈工大、电子科大、华科、CMU、QUT等一流高校的高层次精英人才，大部分来自于RoboCon、RoboMaster、FRC等机器人大赛的冠军队伍。基于自主研发的机器人核心部件及机器人识别定位导航算法，公司产品应用于割草、除雪、扫落叶等室内外场景，为人们提供更智能、更便利、更安全的美好生活。,0.7067,not_duplicate,,
COMP-8e8163f07c4a,乐牧科技（深圳）,乐牧科技（深圳）有限公司,,http://lemutechnology.com/,赵舒泽,深圳市前海深港合作区南山街道前湾一路35号青年梦工场6号楼206,人工智能,乐牧科技（深圳）有限公司成立于2020年，公司是一家技术驱动的牧场数字化科技公司。创始团队在物联网、人工智能与区块链领域有多年的开发经验，并在畜牧行业有丰富的资源与积累，我们看好未来畜牧行业数字化的发展。,COMP-46240f3defcc,交浦科技（深圳）,交浦科技（深圳）有限公司,,http://www.elonxi.cn/,赵昱卿,深圳市福田区福保街道福保社区深圳福田保税区桃花路东侧福保物流大厦一层B11,医疗健康,交浦科技集技术研发、方案设计和产品销售于一体，致力于研发高性能人机交互产品，为客户提供智慧型教育和科研解决方案，以硬件为辅助，以软件为平台，以体验为核心，全面提升客户的教学体验和科研能力。公司多项技术为行业首创，其核心技术达到国际领先水平，有望解决脑卒中、自闭症等重大脑疾病诊疗与康复设备卡脖子问题，具有重大市场效益与民生价值。,0.7500,not_duplicate,,
COMP-8e8163f07c4a,乐牧科技（深圳）,乐牧科技（深圳）有限公司,,http://lemutechnology.com/,赵舒泽,深圳市前海深港合作区南山街道前湾一路35号青年梦工场6号楼206,人工智能,乐牧科技（深圳）有限公司成立于2020年，公司是一家技术驱动的牧场数字化科技公司。创始团队在物联网、人工智能与区块链领域有多年的开发经验，并在畜牧行业有丰富的资源与积累，我们看好未来畜牧行业数字化的发展。,COMP-4bafaaf10732,仿脑科技（深圳）,仿脑科技（深圳）有限公司,,https://www.xn--foq688bv5qdug.net/,王冠霖,深圳市福田区华强北街道福强社区深南中路2070号中电广场大厦6层D6F19,大数据,仿脑科技（深圳）有限公司，是一个专注于中文AI语言处理、中文自然语言理解和中文人工智能底层技术研发的科技公司。仿脑科技的核心科技是中文AI语言（概念码），是机器理解人类语音语义的核心底层技术，它能将数字语音归纳串连，并形成听懂人类语言的AI语言，让机器具备人类语言语义理解能力。该技术已于2020年9月获得了美国发明专利，是中国人拥有自主知识产权的AI底层核心技术。在人机交互、语义识别、 AI机器人电商、在线教育、智慧物联网等领域有广泛的应用。,0.7500,not_duplicate,,
COMP-8e8163f07c4a,乐牧科技（深圳）,乐牧科技（深圳）有限公司,,http://lemutechnology.com/,赵舒泽,深圳市前海深港合作区南山街道前湾一路35号青年梦工场6号楼206,人工智能,乐牧科技（深圳）有限公司成立于2020年，公司是一家技术驱动的牧场数字化科技公司。创始团队在物联网、人工智能与区块链领域有多年的开发经验，并在畜牧行业有丰富的资源与积累，我们看好未来畜牧行业数字化的发展。,COMP-141fef1be836,伏羲半导体（深圳）,伏羲半导体（深圳）有限公司,,http://www.fuxisemi.com/,钟阳,深圳市龙华区民治街道北站社区华侨城创想大厦2栋701、710,先进制造,伏羲半导体（深圳）有限公司成立于2023年1月6日，企业注册地址位于深圳市龙华区。公司主要从事国产化服务器计算机管理芯片的研发与销售工作。主要面向服务信创市场客户，产品可应用于服务器、云游戏、元宇宙、医疗设备、人工智能、高端路由器等细分领域。,0.4706,not_duplicate,,
COMP-8e8163f07c4a,乐牧科技（深圳）,乐牧科技（深圳）有限公司,,http://lemutechnology.com/,赵舒泽,深圳市前海深港合作区南山街道前湾一路35号青年梦工场6号楼206,人工智能,乐牧科技（深圳）有限公司成立于2020年，公司是一家技术驱动的牧场数字化科技公司。创始团队在物联网、人工智能与区块链领域有多年的开发经验，并在畜牧行业有丰富的资源与积累，我们看好未来畜牧行业数字化的发展。,COMP-175c9e00c632,众安信科（深圳）,众安信科（深圳）股份有限公司,,https://www.zhongan.tech/,郁锋,深圳市前海深港合作区南山街道桂湾五路123号前海大厦T2栋402-73,人工智能,众安信科由众安科技通过投资重组后成立，是一家专注于科技金融领域的技术创新型企业，旨在通过业界领先的研发能力与服务实践，不断打造“以用户增长为核心”的产品理念，为银行、保险、证券等金融客户提供智能化、平台化的数字化转型解决方案。以核心科技推动金融业高质量发展，助力构建数字金融新格局。,0.6650,not_duplicate,,
COMP-8e8163f07c4a,乐牧科技（深圳）,乐牧科技（深圳）有限公司,,http://lemutechnology.com/,赵舒泽,深圳市前海深港合作区南山街道前湾一路35号青年梦工场6号楼206,人工智能,乐牧科技（深圳）有限公司成立于2020年，公司是一家技术驱动的牧场数字化科技公司。创始团队在物联网、人工智能与区块链领域有多年的开发经验，并在畜牧行业有丰富的资源与积累，我们看好未来畜牧行业数字化的发展。,COMP-4180af36ae8f,众恩源科技,深圳市众恩源科技有限公司,,http://www.zhongenyuan.com/,张子奇,深圳市南山区西丽街道松坪山社区朗山路13号南门西侧清华信息港科研楼609,医疗健康,众恩源是一家中资内资企业，主要经营非急救转运平台、智慧病房、护工智慧化管理等，主要合作伙伴为卫健委、健康深圳平台、各大医院，目前产业化情况为已形成产业闭环，进入快速扩张规模阶段。,0.3077,not_duplicate,,
